resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,driverRef,number_y,code,forename,surname,dob,nationality,url
23078,955,830,9,33.0,9,8,8,8,4,51,+1:10.696,5643062,50,3,1:46.973,202.021,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23079,955,807,10,27.0,12,9,9,9,2,51,+1:17.708,5650074,37,15,1:48.012,200.077,1,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23080,955,13,3,19.0,5,10,10,10,1,51,+1:25.375,5657741,35,13,1:47.761,200.543,1,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23081,955,18,1,22.0,19,11,11,11,0,51,+1:44.817,5677183,50,10,1:47.622,200.802,1,2016,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
23082,955,831,15,12.0,15,12,12,12,0,50,\N,\N,48,11,1:47.708,200.642,11,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23083,955,154,210,8.0,11,13,13,13,0,50,\N,\N,48,14,1:47.943,200.205,11,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23084,955,825,4,20.0,22,14,14,14,0,50,\N,\N,41,19,1:49.282,197.752,11,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23085,955,835,4,30.0,21,15,15,15,0,50,\N,\N,48,8,1:47.583,200.875,11,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23086,955,821,210,21.0,14,16,16,16,0,50,\N,\N,50,7,1:47.563,200.912,11,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23087,955,828,15,9.0,20,17,17,17,0,50,\N,\N,48,17,1:48.898,198.449,11,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23088,955,837,209,88.0,16,18,18,18,0,49,\N,\N,27,21,1:51.365,194.053,12,2016,haryanto,88,HAR,Rio,Haryanto,1993-01-22,Indonesian,http://en.wikipedia.org/wiki/Rio_Haryanto
23089,955,4,1,14.0,13,\N,R,19,0,42,\N,\N,27,18,1:49.101,198.080,6,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23090,955,836,209,94.0,17,\N,R,20,0,39,\N,\N,33,20,1:50.571,195.447,23,2016,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
23091,955,832,5,55.0,18,\N,R,21,0,31,\N,\N,31,16,1:48.804,198.621,22,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
23092,955,826,5,26.0,6,\N,R,22,0,6,\N,\N,2,22,1:53.167,190.963,22,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23093,956,1,131,44.0,1,1,1,1,25,71,1:27:38.107,5258107,67,1,1:08.411,227.647,1,2016,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
23094,956,830,9,33.0,8,2,2,2,18,71,+5.719,5263826,69,5,1:09.618,223.700,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23095,956,8,6,7.0,4,3,3,3,15,71,+6.024,5264131,66,4,1:08.876,226.110,1,2016,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
23096,956,3,131,6.0,6,4,4,4,12,71,+16.710,5274817,66,2,1:08.491,227.381,1,2016,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
23097,956,817,9,3.0,5,5,5,5,10,71,+30.981,5289088,66,3,1:08.770,226.459,1,2016,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
23098,956,18,1,22.0,3,6,6,6,8,71,+37.706,5295813,70,9,1:10.001,222.476,1,2016,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
23099,956,154,210,8.0,13,7,7,7,6,71,+44.668,5302775,67,8,1:09.925,222.718,1,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23100,956,832,5,55.0,15,8,8,8,4,71,+47.400,5305507,68,11,1:10.138,222.042,1,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
23101,956,822,3,77.0,7,9,9,9,2,70,\N,\N,55,12,1:10.210,221.814,11,2016,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
23102,956,836,209,94.0,12,10,10,10,1,70,\N,\N,67,19,1:10.859,219.782,11,2016,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
23103,956,821,210,21.0,11,11,11,11,0,70,\N,\N,55,6,1:09.694,223.456,11,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23104,956,835,4,30.0,19,12,12,12,0,70,\N,\N,53,13,1:10.228,221.757,11,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23105,956,831,15,12.0,21,13,13,13,0,70,\N,\N,46,16,1:10.415,221.168,11,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23106,956,825,4,20.0,17,14,14,14,0,70,\N,\N,56,17,1:10.450,221.058,11,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23107,956,828,15,9.0,18,15,15,15,0,70,\N,\N,58,18,1:10.704,220.264,11,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23108,956,837,209,88.0,20,16,16,16,0,70,\N,\N,66,15,1:10.342,221.398,11,2016,haryanto,88,HAR,Rio,Haryanto,1993-01-22,Indonesian,http://en.wikipedia.org/wiki/Rio_Haryanto
23109,956,815,10,11.0,16,17,17,17,0,69,\N,\N,66,10,1:10.120,222.099,23,2016,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
23110,956,4,1,14.0,14,18,18,18,0,64,\N,\N,44,20,1:11.020,219.284,84,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23111,956,807,10,27.0,2,19,19,19,0,64,\N,\N,53,14,1:10.309,221.502,23,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23112,956,13,3,19.0,0,20,20,20,0,63,\N,\N,59,7,1:09.899,222.801,23,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23113,956,20,6,5.0,9,\N,R,21,0,26,\N,\N,10,21,1:11.441,217.992,27,2016,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
23114,956,826,5,26.0,0,\N,R,22,0,2,\N,\N,2,22,1:18.302,198.891,31,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23115,957,1,131,44.0,1,1,1,1,25,52,1:34:55.831,5695831,45,3,1:35.771,221.440,1,2016,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
23116,957,830,9,33.0,3,2,2,2,18,52,+8.250,5704081,41,6,1:36.407,219.979,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23117,957,3,131,6.0,2,3,3,3,15,52,+16.911,5712742,44,1,1:35.548,221.957,1,2016,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
23118,957,817,9,3.0,4,4,4,4,12,52,+26.211,5722042,52,4,1:36.013,220.882,1,2016,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
23119,957,8,6,7.0,5,5,5,5,10,52,+1:09.743,5765574,39,8,1:36.994,218.648,1,2016,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
23120,957,815,10,11.0,10,6,6,6,8,52,+1:16.941,5772772,35,15,1:37.900,216.625,1,2016,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
23121,957,807,10,27.0,8,7,7,7,6,52,+1:17.712,5773543,51,11,1:37.618,217.250,1,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23122,957,832,5,55.0,7,8,8,8,4,52,+1:25.858,5781689,43,10,1:37.401,217.734,1,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
23123,957,20,6,5.0,11,9,9,9,2,52,+1:31.654,5787485,44,7,1:36.933,218.786,1,2016,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
23124,957,826,5,26.0,15,10,10,10,1,52,+1:32.600,5788431,35,13,1:37.667,217.141,1,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23125,957,13,3,19.0,12,11,11,11,0,51,\N,\N,40,5,1:36.141,220.588,11,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23126,957,18,1,22.0,17,12,12,12,0,51,\N,\N,36,16,1:37.907,216.609,11,2016,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
23127,957,4,1,14.0,9,13,13,13,0,51,\N,\N,43,2,1:35.669,221.676,11,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23128,957,822,3,77.0,6,14,14,14,0,51,\N,\N,45,9,1:37.383,217.775,11,2016,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
23129,957,831,15,12.0,21,15,15,15,0,51,\N,\N,43,17,1:38.710,214.847,11,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23130,957,821,210,21.0,14,16,16,16,0,51,\N,\N,44,14,1:37.713,217.039,11,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23131,957,825,4,20.0,16,17,17,17,0,49,\N,\N,43,12,1:37.619,217.248,6,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23132,957,835,4,30.0,18,\N,R,18,0,37,\N,\N,36,18,1:39.755,212.596,6,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23133,957,837,209,88.0,19,\N,R,19,0,24,\N,\N,23,19,1:41.380,209.189,20,2016,haryanto,88,HAR,Rio,Haryanto,1993-01-22,Indonesian,http://en.wikipedia.org/wiki/Rio_Haryanto
23134,957,154,210,8.0,13,\N,R,20,0,17,\N,\N,14,20,1:55.507,183.604,31,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23135,957,828,15,9.0,22,\N,R,21,0,11,\N,\N,9,21,2:00.286,176.309,131,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23136,957,836,209,94.0,20,\N,R,22,0,6,\N,\N,4,22,2:48.804,125.634,20,2016,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
23137,958,1,131,44.0,2,1,1,1,25,70,1:40:30.115,6030115,69,3,1:23.849,188.095,1,2016,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
23138,958,3,131,6.0,1,2,2,2,18,70,+1.977,6032092,60,2,1:23.670,188.497,1,2016,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
23139,958,817,9,3.0,3,3,3,3,15,70,+27.539,6057654,60,5,1:24.608,186.407,1,2016,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
23140,958,20,6,5.0,5,4,4,4,12,70,+28.213,6058328,59,4,1:24.383,186.904,1,2016,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
23141,958,830,9,33.0,4,5,5,5,10,70,+48.659,6078774,40,7,1:24.687,186.234,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23142,958,8,6,7.0,14,6,6,6,8,70,+49.044,6079159,52,1,1:23.086,189.822,1,2016,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
23143,958,4,1,14.0,7,7,7,7,6,69,\N,\N,62,8,1:24.958,185.639,11,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23144,958,832,5,55.0,6,8,8,8,4,69,\N,\N,67,10,1:25.103,185.323,11,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
23145,958,822,3,77.0,10,9,9,9,2,69,\N,\N,59,11,1:25.273,184.954,11,2016,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
23146,958,807,10,27.0,9,10,10,10,1,69,\N,\N,69,13,1:25.392,184.696,11,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23147,958,815,10,11.0,13,11,11,11,0,69,\N,\N,65,9,1:25.021,185.502,11,2016,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
23148,958,835,4,30.0,17,12,12,12,0,69,\N,\N,41,16,1:25.743,183.940,11,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23149,958,821,210,21.0,15,13,13,13,0,69,\N,\N,39,17,1:25.955,183.486,11,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23150,958,154,210,8.0,11,14,14,14,0,69,\N,\N,56,18,1:25.958,183.480,11,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23151,958,825,4,20.0,19,15,15,15,0,69,\N,\N,39,19,1:26.230,182.901,11,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23152,958,826,5,26.0,12,16,16,16,0,69,\N,\N,48,6,1:24.669,186.273,11,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23153,958,831,15,12.0,16,17,17,17,0,69,\N,\N,66,15,1:25.676,184.084,11,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23154,958,13,3,19.0,18,18,18,18,0,68,\N,\N,68,12,1:25.296,184.904,12,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23155,958,836,209,94.0,20,19,19,19,0,68,\N,\N,47,20,1:26.524,182.280,12,2016,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
23156,958,828,15,9.0,22,20,20,20,0,68,\N,\N,47,14,1:25.475,184.517,12,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23157,958,837,209,88.0,21,21,21,21,0,68,\N,\N,64,22,1:27.791,179.649,12,2016,haryanto,88,HAR,Rio,Haryanto,1993-01-22,Indonesian,http://en.wikipedia.org/wiki/Rio_Haryanto
23158,958,18,1,22.0,8,\N,R,22,0,60,\N,\N,9,21,1:26.744,181.817,44,2016,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
23159,959,1,131,44.0,2,1,1,1,25,67,1:30:44.200,5444200,52,3,1:18.746,209.107,1,2016,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
23160,959,817,9,3.0,3,2,2,2,18,67,+6.996,5451196,48,1,1:18.442,209.918,1,2016,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
23161,959,830,9,33.0,4,3,3,3,15,67,+13.413,5457613,47,4,1:18.910,208.673,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23162,959,3,131,6.0,1,4,4,4,12,67,+15.845,5460045,51,5,1:19.122,208.114,1,2016,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
23163,959,20,6,5.0,6,5,5,5,10,67,+32.570,5476770,48,2,1:18.710,209.203,1,2016,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
23164,959,8,6,7.0,5,6,6,6,8,67,+37.023,5481223,36,6,1:19.572,206.937,1,2016,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
23165,959,807,10,27.0,8,7,7,7,6,67,+1:10.049,5514249,46,12,1:20.056,205.686,1,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23166,959,18,1,22.0,12,8,8,8,4,66,\N,\N,48,9,1:19.781,206.395,11,2016,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
23167,959,822,3,77.0,7,9,9,9,2,66,\N,\N,36,15,1:20.442,204.699,11,2016,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
23168,959,815,10,11.0,9,10,10,10,1,66,\N,\N,46,8,1:19.606,206.848,11,2016,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
23169,959,821,210,21.0,11,11,11,11,0,66,\N,\N,56,10,1:19.883,206.131,11,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23170,959,4,1,14.0,13,12,12,12,0,66,\N,\N,50,13,1:20.132,205.490,11,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23171,959,154,210,8.0,20,13,13,13,0,66,\N,\N,58,14,1:20.250,205.188,11,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23172,959,832,5,55.0,15,14,14,14,0,66,\N,\N,54,11,1:19.957,205.940,11,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
23173,959,826,5,26.0,18,15,15,15,0,66,\N,\N,51,7,1:19.585,206.903,11,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23174,959,825,4,20.0,16,16,16,16,0,66,\N,\N,42,21,1:21.649,201.673,11,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23175,959,836,209,94.0,17,17,17,17,0,65,\N,\N,49,16,1:20.710,204.019,12,2016,wehrlein,94,WEH,Pascal,Wehrlein,1994-10-18,German,http://en.wikipedia.org/wiki/Pascal_Wehrlein
23176,959,828,15,9.0,22,18,18,18,0,65,\N,\N,35,18,1:21.212,202.758,12,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23177,959,835,4,30.0,14,19,19,19,0,65,\N,\N,55,17,1:21.127,202.970,12,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23178,959,837,209,88.0,19,20,20,20,0,65,\N,\N,56,22,1:21.845,201.190,12,2016,haryanto,88,HAR,Rio,Haryanto,1993-01-22,Indonesian,http://en.wikipedia.org/wiki/Rio_Haryanto
23179,959,831,15,12.0,21,\N,R,21,0,57,\N,\N,45,19,1:21.420,202.240,131,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23180,959,13,3,19.0,10,\N,R,22,0,36,\N,\N,31,20,1:21.476,202.101,22,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23181,960,3,131,6.0,1,1,1,1,25,44,1:44:51.058,6291058,11,2,1:51.746,225.640,1,2016,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
23182,960,817,9,3.0,5,2,2,2,18,44,+14.113,6305171,11,4,1:52.461,224.205,1,2016,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
23183,960,1,131,44.0,21,3,3,3,15,44,+27.634,6318692,40,1,1:51.583,225.969,1,2016,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
23184,960,807,10,27.0,7,4,4,4,12,44,+35.907,6326965,41,10,1:53.530,222.094,1,2016,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
23185,960,815,10,11.0,6,5,5,5,10,44,+40.660,6331718,34,8,1:53.414,222.321,1,2016,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
23186,960,20,6,5.0,4,6,6,6,8,44,+45.394,6336452,35,5,1:52.728,223.674,1,2016,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
23187,960,4,1,14.0,22,7,7,7,6,44,+59.445,6350503,43,15,1:54.484,220.243,1,2016,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
23188,960,822,3,77.0,8,8,8,8,4,44,+1:00.151,6351209,31,12,1:54.120,220.946,1,2016,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
23189,960,8,6,7.0,3,9,9,9,2,44,+1:01.109,6352167,27,9,1:53.498,222.157,1,2016,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
23190,960,13,3,19.0,10,10,10,10,1,44,+1:05.873,6356931,25,14,1:54.342,220.517,1,2016,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
23191,960,830,9,33.0,2,11,11,11,0,44,+1:11.138,6362196,32,7,1:53.281,222.582,1,2016,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
23192,960,821,210,21.0,18,12,12,12,0,44,+1:13.877,6364935,26,13,1:54.335,220.530,1,2016,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez
23193,960,154,210,8.0,11,13,13,13,0,44,+1:16.474,6367532,25,11,1:53.803,221.561,1,2016,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean
23194,960,826,5,26.0,19,14,14,14,0,44,+1:27.097,6378155,37,3,1:52.081,224.965,1,2016,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat
23195,960,835,4,30.0,13,15,15,15,0,44,+1:33.165,6384223,41,6,1:53.251,222.641,1,2016,jolyon_palmer,30,PAL,Jolyon,Palmer,1991-01-20,British,http://en.wikipedia.org/wiki/Jolyon_Palmer
23196,960,839,209,31.0,17,16,16,16,0,43,\N,\N,26,16,1:55.734,217.865,11,2016,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
23197,960,831,15,12.0,16,17,17,17,0,43,\N,\N,31,17,1:56.152,217.081,11,2016,nasr,12,NAS,Felipe,Nasr,1992-08-21,Brazilian,http://en.wikipedia.org/wiki/Felipe_Nasr
23198,960,825,4,20.0,12,\N,R,18,0,5,\N,\N,4,18,1:56.588,216.269,3,2016,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
23199,960,828,15,9.0,20,\N,R,19,0,3,\N,\N,2,19,2:15.255,186.421,6,2016,ericsson,9,ERI,Marcus,Ericsson,1990-09-02,Swedish,http://en.wikipedia.org/wiki/Marcus_Ericsson
23200,960,832,5,55.0,14,\N,R,20,0,1,\N,\N,\N,0,\N,\N,29,2016,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
